FeatureCode,DateCode,Measurement,Units,Value,Indices of Deprivation
E01024828,2019,Score,,10.58,a. Index of Multiple Deprivation (IMD)
E01024862,2019,Score,,11.035,a. Index of Multiple Deprivation (IMD)
E01024927,2019,Score,,24.087,a. Index of Multiple Deprivation (IMD)
E01025029,2019,Score,,13.207,a. Index of Multiple Deprivation (IMD)
E01024911,2019,Score,,30.275,a. Index of Multiple Deprivation (IMD)
E01008574,2019,Score,,15.436,a. Index of Multiple Deprivation (IMD)
E01007269,2019,Score,,51.822,a. Index of Multiple Deprivation (IMD)
E01007302,2019,Score,,29.417,a. Index of Multiple Deprivation (IMD)
E01007252,2019,Score,,20.204,a. Index of Multiple Deprivation (IMD)
E01007263,2019,Score,,38.409,a. Index of Multiple Deprivation (IMD)
E01007341,2019,Score,,57.649,a. Index of Multiple Deprivation (IMD)
E01007363,2019,Score,,31.618,a. Index of Multiple Deprivation (IMD)
E01007314,2019,Score,,22.931,a. Index of Multiple Deprivation (IMD)
E01008374,2019,Score,,13.724,a. Index of Multiple Deprivation (IMD)
E01008138,2019,Score,,34.221,a. Index of Multiple Deprivation (IMD)
E01008051,2019,Score,,21.02,a. Index of Multiple Deprivation (IMD)
E01008336,2019,Score,,41.065,a. Index of Multiple Deprivation (IMD)
E01007959,2019,Score,,1.959,a. Index of Multiple Deprivation (IMD)
E01007970,2019,Score,,70.205,a. Index of Multiple Deprivation (IMD)
E01008153,2019,Score,,14.566,a. Index of Multiple Deprivation (IMD)
E01029759,2019,Score,,3.299,a. Index of Multiple Deprivation (IMD)
E01029678,2019,Score,,5.49,a. Index of Multiple Deprivation (IMD)
E01008586,2019,Score,,9.87,a. Index of Multiple Deprivation (IMD)
E01029640,2019,Score,,16.125,a. Index of Multiple Deprivation (IMD)
E01029766,2019,Score,,25.135,a. Index of Multiple Deprivation (IMD)
E01029778,2019,Score,,16.334,a. Index of Multiple Deprivation (IMD)
E01030091,2019,Score,,15.845,a. Index of Multiple Deprivation (IMD)
E01029757,2019,Score,,5.678,a. Index of Multiple Deprivation (IMD)
E01008924,2019,Score,,32.098,a. Index of Multiple Deprivation (IMD)
E01008438,2019,Score,,67.144,a. Index of Multiple Deprivation (IMD)
E01008442,2019,Score,,8.311,a. Index of Multiple Deprivation (IMD)
E01008404,2019,Score,,25.153,a. Index of Multiple Deprivation (IMD)
E01008485,2019,Score,,69.647,a. Index of Multiple Deprivation (IMD)
E01008413,2019,Score,,27.677,a. Index of Multiple Deprivation (IMD)
E01008688,2019,Score,,44.345,a. Index of Multiple Deprivation (IMD)
E01024641,2019,Score,,28.839,a. Index of Multiple Deprivation (IMD)
E01024575,2019,Score,,9.735,a. Index of Multiple Deprivation (IMD)
E01024402,2019,Score,,3.705,a. Index of Multiple Deprivation (IMD)
E01024452,2019,Score,,19.462,a. Index of Multiple Deprivation (IMD)
E01024340,2019,Score,,14.769,a. Index of Multiple Deprivation (IMD)
E01024685,2019,Score,,38.556,a. Index of Multiple Deprivation (IMD)
E01024447,2019,Score,,16.248,a. Index of Multiple Deprivation (IMD)
E01024627,2019,Score,,36.495,a. Index of Multiple Deprivation (IMD)
E01024373,2019,Score,,21.841,a. Index of Multiple Deprivation (IMD)
E01024205,2019,Score,,15.502,a. Index of Multiple Deprivation (IMD)
E01024315,2019,Score,,35.633,a. Index of Multiple Deprivation (IMD)
E01024438,2019,Score,,9.077,a. Index of Multiple Deprivation (IMD)
E01030475,2019,Score,,5.308,a. Index of Multiple Deprivation (IMD)
E01024387,2019,Score,,25.97,a. Index of Multiple Deprivation (IMD)
E01030420,2019,Score,,13.725,a. Index of Multiple Deprivation (IMD)
E01030557,2019,Score,,18.395,a. Index of Multiple Deprivation (IMD)
E01030562,2019,Score,,13.159,a. Index of Multiple Deprivation (IMD)
E01030261,2019,Score,,59.239,a. Index of Multiple Deprivation (IMD)
E01030277,2019,Score,,56.236,a. Index of Multiple Deprivation (IMD)
E01030233,2019,Score,,6.862,a. Index of Multiple Deprivation (IMD)
E01030253,2019,Score,,29.247,a. Index of Multiple Deprivation (IMD)
E01030329,2019,Score,,2.449,a. Index of Multiple Deprivation (IMD)
E01030387,2019,Score,,4.126,a. Index of Multiple Deprivation (IMD)
E01030310,2019,Score,,17.217,a. Index of Multiple Deprivation (IMD)
E01030188,2019,Score,,18.881,a. Index of Multiple Deprivation (IMD)
E01024622,2019,Score,,30.596,a. Index of Multiple Deprivation (IMD)
E01030290,2019,Score,,21.534,a. Index of Multiple Deprivation (IMD)
E01023037,2019,Score,,22.608,a. Index of Multiple Deprivation (IMD)
E01023072,2019,Score,,5.024,a. Index of Multiple Deprivation (IMD)
E01030194,2019,Score,,14.304,a. Index of Multiple Deprivation (IMD)
E01023702,2019,Score,,1.868,a. Index of Multiple Deprivation (IMD)
E01023735,2019,Score,,4.668,a. Index of Multiple Deprivation (IMD)
E01030313,2019,Score,,8.461,a. Index of Multiple Deprivation (IMD)
E01030377,2019,Score,,3.989,a. Index of Multiple Deprivation (IMD)
E01029148,2019,Score,,9.34,a. Index of Multiple Deprivation (IMD)
E01029056,2019,Score,,13.341,a. Index of Multiple Deprivation (IMD)
E01023372,2019,Score,,1.088,a. Index of Multiple Deprivation (IMD)
E01023406,2019,Score,,7.147,a. Index of Multiple Deprivation (IMD)
E01023249,2019,Score,,10.525,a. Index of Multiple Deprivation (IMD)
E01023042,2019,Score,,14.884,a. Index of Multiple Deprivation (IMD)
E01023515,2019,Score,,3.362,a. Index of Multiple Deprivation (IMD)
E01023314,2019,Score,,16.969,a. Index of Multiple Deprivation (IMD)
E01023417,2019,Score,,7.295,a. Index of Multiple Deprivation (IMD)
E01023436,2019,Score,,6.177,a. Index of Multiple Deprivation (IMD)
E01023301,2019,Score,,23.909,a. Index of Multiple Deprivation (IMD)
E01029485,2019,Score,,2.243,a. Index of Multiple Deprivation (IMD)
E01029638,2019,Score,,22.161,a. Index of Multiple Deprivation (IMD)
E01029378,2019,Score,,8.872,a. Index of Multiple Deprivation (IMD)
E01023300,2019,Score,,32.342,a. Index of Multiple Deprivation (IMD)
E01029615,2019,Score,,28.53,a. Index of Multiple Deprivation (IMD)
E01024429,2019,Score,,22.252,a. Index of Multiple Deprivation (IMD)
E01029552,2019,Score,,23.583,a. Index of Multiple Deprivation (IMD)
E01029414,2019,Score,,8.836,a. Index of Multiple Deprivation (IMD)
E01029249,2019,Score,,26.442,a. Index of Multiple Deprivation (IMD)
E01029161,2019,Score,,15.959,a. Index of Multiple Deprivation (IMD)
E01029581,2019,Score,,13.058,a. Index of Multiple Deprivation (IMD)
E01029134,2019,Score,,26.551,a. Index of Multiple Deprivation (IMD)
E01029233,2019,Score,,30.216,a. Index of Multiple Deprivation (IMD)
E01029509,2019,Score,,8.374,a. Index of Multiple Deprivation (IMD)
E01029081,2019,Score,,20.939,a. Index of Multiple Deprivation (IMD)
E01018636,2019,Score,,9.845,a. Index of Multiple Deprivation (IMD)
E01027774,2019,Score,,14.944,a. Index of Multiple Deprivation (IMD)
E01018856,2019,Score,,25.94,a. Index of Multiple Deprivation (IMD)
E01018770,2019,Score,,39.587,a. Index of Multiple Deprivation (IMD)
E01027769,2019,Score,,16.858,a. Index of Multiple Deprivation (IMD)
E01027456,2019,Score,,3.748,a. Index of Multiple Deprivation (IMD)
E01027494,2019,Score,,4.684,a. Index of Multiple Deprivation (IMD)
E01027836,2019,Score,,9.167,a. Index of Multiple Deprivation (IMD)
E01018759,2019,Score,,27.607,a. Index of Multiple Deprivation (IMD)
E01027562,2019,Score,,15.016,a. Index of Multiple Deprivation (IMD)
E01029402,2019,Score,,7.772,a. Index of Multiple Deprivation (IMD)
E01029131,2019,Score,,39.534,a. Index of Multiple Deprivation (IMD)
E01027556,2019,Score,,10.457,a. Index of Multiple Deprivation (IMD)
E01018683,2019,Score,,2.31,a. Index of Multiple Deprivation (IMD)
E01018693,2019,Score,,3.303,a. Index of Multiple Deprivation (IMD)
E01027638,2019,Score,,4.82,a. Index of Multiple Deprivation (IMD)
E01019122,2019,Score,,47.713,a. Index of Multiple Deprivation (IMD)
E01019077,2019,Score,,12.005,a. Index of Multiple Deprivation (IMD)
E01019084,2019,Score,,15.799,a. Index of Multiple Deprivation (IMD)
E01019295,2019,Score,,50.244,a. Index of Multiple Deprivation (IMD)
E01018910,2019,Score,,58.427,a. Index of Multiple Deprivation (IMD)
E01018808,2019,Score,,14.513,a. Index of Multiple Deprivation (IMD)
E01018832,2019,Score,,16.468,a. Index of Multiple Deprivation (IMD)
E01026586,2019,Score,,30.165,a. Index of Multiple Deprivation (IMD)
E01027382,2019,Score,,24.142,a. Index of Multiple Deprivation (IMD)
E01026697,2019,Score,,25.881,a. Index of Multiple Deprivation (IMD)
E01027589,2019,Score,,7.8,a. Index of Multiple Deprivation (IMD)
E01027514,2019,Score,,12.422,a. Index of Multiple Deprivation (IMD)
E01018619,2019,Score,,4.429,a. Index of Multiple Deprivation (IMD)
E01026627,2019,Score,,15.422,a. Index of Multiple Deprivation (IMD)
E01019090,2019,Score,,19.226,a. Index of Multiple Deprivation (IMD)
E01023291,2019,Score,,7.473,a. Index of Multiple Deprivation (IMD)
E01022940,2019,Score,,15.51,a. Index of Multiple Deprivation (IMD)
E01029374,2019,Score,,18.908,a. Index of Multiple Deprivation (IMD)
E01023246,2019,Score,,9.73,a. Index of Multiple Deprivation (IMD)
E01030725,2019,Score,,18.465,a. Index of Multiple Deprivation (IMD)
E01023116,2019,Score,,11.667,a. Index of Multiple Deprivation (IMD)
E01023017,2019,Score,,17.005,a. Index of Multiple Deprivation (IMD)
E01030672,2019,Score,,5.908,a. Index of Multiple Deprivation (IMD)
E01030630,2019,Score,,11.659,a. Index of Multiple Deprivation (IMD)
E01030634,2019,Score,,26.002,a. Index of Multiple Deprivation (IMD)
E01022876,2019,Score,,4.386,a. Index of Multiple Deprivation (IMD)
E01030743,2019,Score,,22.329,a. Index of Multiple Deprivation (IMD)
E01029338,2019,Score,,27.556,a. Index of Multiple Deprivation (IMD)
E01022756,2019,Score,,4.711,a. Index of Multiple Deprivation (IMD)
E01029390,2019,Score,,37.579,a. Index of Multiple Deprivation (IMD)
E01029553,2019,Score,,31.227,a. Index of Multiple Deprivation (IMD)
E01029399,2019,Score,,18.696,a. Index of Multiple Deprivation (IMD)
E01029268,2019,Score,,18.793,a. Index of Multiple Deprivation (IMD)
E01030024,2019,Score,,41.699,a. Index of Multiple Deprivation (IMD)
E01029186,2019,Score,,27.341,a. Index of Multiple Deprivation (IMD)
E01029073,2019,Score,,18.129,a. Index of Multiple Deprivation (IMD)
E01029352,2019,Score,,19.083,a. Index of Multiple Deprivation (IMD)
E01029518,2019,Score,,6.927,a. Index of Multiple Deprivation (IMD)
E01029246,2019,Score,,12.019,a. Index of Multiple Deprivation (IMD)
E01029124,2019,Score,,11.937,a. Index of Multiple Deprivation (IMD)
E01023204,2019,Score,,22.584,a. Index of Multiple Deprivation (IMD)
E01029327,2019,Score,,22.442,a. Index of Multiple Deprivation (IMD)
E01030079,2019,Score,,43.571,a. Index of Multiple Deprivation (IMD)
E01029988,2019,Score,,39.168,a. Index of Multiple Deprivation (IMD)
E01029285,2019,Score,,16.962,a. Index of Multiple Deprivation (IMD)
E01029325,2019,Score,,27.928,a. Index of Multiple Deprivation (IMD)
E01029608,2019,Score,,7.134,a. Index of Multiple Deprivation (IMD)
E01029595,2019,Score,,19.863,a. Index of Multiple Deprivation (IMD)
E01029571,2019,Score,,15.617,a. Index of Multiple Deprivation (IMD)
E01029433,2019,Score,,21.767,a. Index of Multiple Deprivation (IMD)
E01029364,2019,Score,,7.148,a. Index of Multiple Deprivation (IMD)
E01029625,2019,Score,,10.236,a. Index of Multiple Deprivation (IMD)
E01029309,2019,Score,,24.839,a. Index of Multiple Deprivation (IMD)
E01027091,2019,Score,,21.689,a. Index of Multiple Deprivation (IMD)
E01023422,2019,Score,,3.927,a. Index of Multiple Deprivation (IMD)
E01023443,2019,Score,,5.829,a. Index of Multiple Deprivation (IMD)
E01027372,2019,Score,,12.677,a. Index of Multiple Deprivation (IMD)
E01023445,2019,Score,,12.777,a. Index of Multiple Deprivation (IMD)
E01023373,2019,Score,,11.622,a. Index of Multiple Deprivation (IMD)
E01023532,2019,Score,,15.643,a. Index of Multiple Deprivation (IMD)
E01030197,2019,Score,,11.152,a. Index of Multiple Deprivation (IMD)
E01029850,2019,Score,,28.485,a. Index of Multiple Deprivation (IMD)
E01029525,2019,Score,,9.576,a. Index of Multiple Deprivation (IMD)
E01029560,2019,Score,,36.808,a. Index of Multiple Deprivation (IMD)
E01029771,2019,Score,,11.658,a. Index of Multiple Deprivation (IMD)
E01030015,2019,Score,,9.689,a. Index of Multiple Deprivation (IMD)
E01030222,2019,Score,,18.149,a. Index of Multiple Deprivation (IMD)
E01030166,2019,Score,,3.234,a. Index of Multiple Deprivation (IMD)
E01019159,2019,Score,,35.447,a. Index of Multiple Deprivation (IMD)
E01019179,2019,Score,,7.156,a. Index of Multiple Deprivation (IMD)
E01029295,2019,Score,,5.741,a. Index of Multiple Deprivation (IMD)
E01019117,2019,Score,,12.064,a. Index of Multiple Deprivation (IMD)
E01029503,2019,Score,,19.822,a. Index of Multiple Deprivation (IMD)
E01029506,2019,Score,,6.127,a. Index of Multiple Deprivation (IMD)
E01019204,2019,Score,,28.842,a. Index of Multiple Deprivation (IMD)
E01023583,2019,Score,,15.382,a. Index of Multiple Deprivation (IMD)
E01027319,2019,Score,,27.176,a. Index of Multiple Deprivation (IMD)
E01028747,2019,Score,,6.404,a. Index of Multiple Deprivation (IMD)
E01028749,2019,Score,,7.792,a. Index of Multiple Deprivation (IMD)
E01028989,2019,Score,,20.799,a. Index of Multiple Deprivation (IMD)
E01029005,2019,Score,,22.308,a. Index of Multiple Deprivation (IMD)
E01027090,2019,Score,,15.459,a. Index of Multiple Deprivation (IMD)
E01023562,2019,Score,,6.917,a. Index of Multiple Deprivation (IMD)
E01026593,2019,Score,,13.407,a. Index of Multiple Deprivation (IMD)
E01026530,2019,Score,,9.665,a. Index of Multiple Deprivation (IMD)
E01026573,2019,Score,,20.818,a. Index of Multiple Deprivation (IMD)
E01026730,2019,Score,,16.153,a. Index of Multiple Deprivation (IMD)
E01028719,2019,Score,,4.813,a. Index of Multiple Deprivation (IMD)
E01023607,2019,Score,,2.374,a. Index of Multiple Deprivation (IMD)
E01028730,2019,Score,,7.793,a. Index of Multiple Deprivation (IMD)
E01023467,2019,Score,,7.692,a. Index of Multiple Deprivation (IMD)
E01027746,2019,Score,,8.931,a. Index of Multiple Deprivation (IMD)
E01027754,2019,Score,,9.244,a. Index of Multiple Deprivation (IMD)
E01023546,2019,Score,,18.758,a. Index of Multiple Deprivation (IMD)
E01027695,2019,Score,,10.584,a. Index of Multiple Deprivation (IMD)
E01027141,2019,Score,,10.143,a. Index of Multiple Deprivation (IMD)
E01027829,2019,Score,,19.376,a. Index of Multiple Deprivation (IMD)
E01027767,2019,Score,,5.952,a. Index of Multiple Deprivation (IMD)
E01028526,2019,Score,,13.354,a. Index of Multiple Deprivation (IMD)
E01028575,2019,Score,,14.926,a. Index of Multiple Deprivation (IMD)
E01029010,2019,Score,,24.098,a. Index of Multiple Deprivation (IMD)
E01029011,2019,Score,,18.716,a. Index of Multiple Deprivation (IMD)
E01028618,2019,Score,,6.861,a. Index of Multiple Deprivation (IMD)
E01023506,2019,Score,,15.013,a. Index of Multiple Deprivation (IMD)
E01028584,2019,Score,,7.689,a. Index of Multiple Deprivation (IMD)
E01019508,2019,Score,,31.72,a. Index of Multiple Deprivation (IMD)
E01019409,2019,Score,,7.36,a. Index of Multiple Deprivation (IMD)
E01019428,2019,Score,,20.843,a. Index of Multiple Deprivation (IMD)
E01019602,2019,Score,,8.27,a. Index of Multiple Deprivation (IMD)
E01019616,2019,Score,,9.483,a. Index of Multiple Deprivation (IMD)
E01019557,2019,Score,,18.435,a. Index of Multiple Deprivation (IMD)
E01019597,2019,Score,,6.668,a. Index of Multiple Deprivation (IMD)
E01019102,2019,Score,,23.881,a. Index of Multiple Deprivation (IMD)
E01027527,2019,Score,,48.385,a. Index of Multiple Deprivation (IMD)
E01027530,2019,Score,,36.413,a. Index of Multiple Deprivation (IMD)
E01027499,2019,Score,,10.42,a. Index of Multiple Deprivation (IMD)
E01027506,2019,Score,,17.947,a. Index of Multiple Deprivation (IMD)
E01027569,2019,Score,,13.835,a. Index of Multiple Deprivation (IMD)
E01027570,2019,Score,,14.243,a. Index of Multiple Deprivation (IMD)
E01027541,2019,Score,,37.303,a. Index of Multiple Deprivation (IMD)
E01019809,2019,Score,,25.535,a. Index of Multiple Deprivation (IMD)
E01019765,2019,Score,,10.159,a. Index of Multiple Deprivation (IMD)
E01018648,2019,Score,,20.042,a. Index of Multiple Deprivation (IMD)
E01019762,2019,Score,,4.454,a. Index of Multiple Deprivation (IMD)
E01019832,2019,Score,,13.698,a. Index of Multiple Deprivation (IMD)
E01019838,2019,Score,,27.306,a. Index of Multiple Deprivation (IMD)
E01028333,2019,Score,,17.814,a. Index of Multiple Deprivation (IMD)
E01019778,2019,Score,,7.726,a. Index of Multiple Deprivation (IMD)
E01026720,2019,Score,,22.826,a. Index of Multiple Deprivation (IMD)
E01026675,2019,Score,,16.6,a. Index of Multiple Deprivation (IMD)
E01026691,2019,Score,,8.071,a. Index of Multiple Deprivation (IMD)
E01018690,2019,Score,,4.183,a. Index of Multiple Deprivation (IMD)
E01019479,2019,Score,,10.933,a. Index of Multiple Deprivation (IMD)
E01018728,2019,Score,,18.139,a. Index of Multiple Deprivation (IMD)
E01018680,2019,Score,,7.174,a. Index of Multiple Deprivation (IMD)
E01026529,2019,Score,,17.85,a. Index of Multiple Deprivation (IMD)
E01026344,2019,Score,,13.096,a. Index of Multiple Deprivation (IMD)
E01025828,2019,Score,,7.91,a. Index of Multiple Deprivation (IMD)
E01026514,2019,Score,,13.338,a. Index of Multiple Deprivation (IMD)
E01025777,2019,Score,,8.663,a. Index of Multiple Deprivation (IMD)
E01026027,2019,Score,,17.802,a. Index of Multiple Deprivation (IMD)
E01026386,2019,Score,,30.796,a. Index of Multiple Deprivation (IMD)
E01025756,2019,Score,,16.304,a. Index of Multiple Deprivation (IMD)
E01018968,2019,Score,,25.876,a. Index of Multiple Deprivation (IMD)
E01018911,2019,Score,,36.677,a. Index of Multiple Deprivation (IMD)
E01018927,2019,Score,,28.969,a. Index of Multiple Deprivation (IMD)
E01019011,2019,Score,,17.247,a. Index of Multiple Deprivation (IMD)
E01026445,2019,Score,,20.081,a. Index of Multiple Deprivation (IMD)
E01025815,2019,Score,,15.665,a. Index of Multiple Deprivation (IMD)
E01026425,2019,Score,,37.134,a. Index of Multiple Deprivation (IMD)
E01018901,2019,Score,,13.133,a. Index of Multiple Deprivation (IMD)
E01018967,2019,Score,,19.837,a. Index of Multiple Deprivation (IMD)
E01018987,2019,Score,,22.998,a. Index of Multiple Deprivation (IMD)
E01018807,2019,Score,,15.148,a. Index of Multiple Deprivation (IMD)
E01018920,2019,Score,,23.141,a. Index of Multiple Deprivation (IMD)
E01027480,2019,Score,,18.051,a. Index of Multiple Deprivation (IMD)
E01026701,2019,Score,,16.035,a. Index of Multiple Deprivation (IMD)
